index,reward,path_reward,turn_reward,rate_reward,attitude_reward,beta_reward,alt_reward,vup_reward,speed_reward,progress_reward,action_penalty,beta_penalty,safety_penalty,steps
106,41.66372473494402,644.1528319801487,675.7622316646222,570.9281413706306,421.6722963087517,344.19547079090023,127.93840283566291,260.3501991374788,519.3947578651487,79.08222196412058,-130.82793338926254,-87.05751256425626,340.7684871954557,800
107,152.35380224614633,270.12899720459535,395.59643135126527,463.3947661545151,378.5980548732423,300.89916145511626,324.44968048820726,453.3763658347748,707.8777708998734,211.5048001106765,-102.52014667623672,-100.72352848679199,8.960749330446346,800
108,-153.6627912776886,290.70905918729835,591.1324545089169,531.9726847737369,423.36029391172343,345.2289177985762,24.640551477711657,62.53911784507966,551.0228645648634,30.66055516832843,-107.8020940028694,-86.2175265956365,288.40453463321865,800
109,37.50940345226165,463.03807836690225,527.3481105587942,499.93479946055385,557.869118266295,307.1887911139739,200.612237724841,571.852564350374,515.8784407739923,93.80497310422706,-112.0575567939899,-102.2095774171343,177.75173736502833,800
110,49.869245211639104,439.9447303623538,515.477121835997,440.0593111656183,474.6552728329198,269.8403751156881,349.5663052191725,298.15490598336766,561.8214195987185,49.000595026087154,-139.94374654363835,-112.05094097240612,132.7160005315945,800
111,-55.30384575259547,583.4878554716621,618.3883323568156,441.6028077775187,543.098134551032,256.42460910437376,168.27098750457432,390.76991146514166,666.2575227397028,84.10405653545314,-149.4660156744612,-129.24791441526284,480.3591192655272,800
112,221.7122787312947,387.90423623820095,541.6593484577159,512.695966817627,550.7400341175761,339.8143577074396,421.8807960404839,436.3708014337847,500.2777436887395,136.111079664669,-121.24246084471888,-89.10069638651765,30.124392371922852,800
113,-230.59126434431437,163.02575346812463,513.9168248888327,447.8020061718235,424.84089270172643,270.0932648206074,90.81176097555264,170.73173257847228,549.4452418414401,29.899113723960184,-134.5789446544937,-117.94196950371534,156.4827131538452,800
114,-130.97024870042245,523.3228521171103,631.3210077271556,486.33723546717846,451.4094520598794,287.27079920035175,141.60917924635746,176.76030799407238,517.8877254507219,93.8803328765496,-148.85674992292095,-109.72872429714957,313.4677669325767,800
115,-36.19301827050606,430.22637320851493,549.1175761808743,425.43780369530214,405.6678486318319,260.53286732504716,183.64617149543614,85.57470078319002,624.2814268037664,48.45641358784927,-142.05439438869263,-121.8570500193771,183.4984018995819,800
116,64.33770487700426,576.3171484989604,592.4568917936483,452.52543872372337,369.8063171805745,262.0123229768409,95.97751763599973,19.186134168735887,462.43981131751576,113.7143627757752,-123.18588842122975,-125.1311220122637,63.51537576162807,800
117,-271.74455431826016,111.9307620830393,484.5134871448186,403.8875610689432,444.04560720815726,239.31538015190327,136.07861366312133,193.20353733174431,627.983056903973,251.65505230439038,-131.45183583246023,-123.41987686958271,299.1831230609039,800
118,-68.07699393806408,515.1829218406359,584.0495424573166,448.4014589945196,424.61154261398855,303.5766971634232,16.38858700707757,46.77678536460254,569.5344815516981,122.88476107731897,-125.22388550439207,-106.92293162924874,260.942750523878,800
119,287.9324317161883,639.154910821059,678.3864947421059,508.54189950183377,455.52248002947005,252.631565328995,125.8626787858094,32.452225751637954,707.1238579096522,69.70061124033035,-130.19773368939266,-121.37454922437766,21.47912898703433,800
120,429.3628554369046,642.5544970149632,687.9149422607139,568.5762936800263,578.563233124328,322.29978503210725,380.493537711974,376.63894444640044,652.829920672976,106.43921118299797,-129.43305750119166,-95.16151350374483,37.04828650917112,800
121,-42.114701429170566,150.12368364412492,502.23399672782796,481.55190482288316,518.9877649988559,308.7562208278257,322.3481861431869,424.2165627449731,459.99532653039455,12.009465747305482,-108.57441445139011,-94.48283559863768,73.9094507222782,800
